year,make,brand,body,transmission,state,qty sold,mileage,outer color,interior color,seller,costprice,sellingprice,salemonth
2002,Toyota,Tacoma,Xtracab,automatic,ga,28,154842,gray,gray,germain toyota of sarasota,6700,7400,Jan
2002,Toyota,Sienna,Minivan,automatic,ca,38,159470,white,gray,hoehn motors inc,2650,3000,Jan
2001,BMW,3 Series,Sedan,automatic,az,25,170055,silver,gray,chapman corporate wholesale,1900,2200,Jan
2001,BMW,3 Series,Convertible,automatic,ga,27,214866,silver,red,carworks inc,2875,1800,Feb
2001,Land Rover,Range Rover,SUV,automatic,ca,29,99587,green,beige,santa margarita ford,3650,1450,Jan
2001,Lexus,LX 470,SUV,automatic,tx,36,138135,white,gray,tdaf remarketing,10300,11300,Jan
2001,Toyota,Avalon,Sedan,automatic,ga,19,163223,gray,gray,momentum motorcars,2850,3800,Feb
2001,Toyota,4Runner,SUV,automatic,wa,2,132540,green,gray,charitable adult rides services/car donating is,3350,4400,Jan
2001,Toyota,MR2 Spyder,Convertible,manual,ca,31,100362,silver,black,nissan of duarte,4175,5200,Jan
2001,Toyota,Highlander,SUV,automatic,ca,24,177919,black,black,aaero sweet company,4225,4000,Jan
2001,Toyota,Tacoma,Xtracab,automatic,ga,19,132872,black,tan,germain toyota of sarasota,6850,4200,Feb
2001,Toyota,Celica,Hatchback,automatic,ca,31,179667,silver,black,tuttle clicks tustin chrysler jeep dodge,1325,1700,Jan
2001,Toyota,Camry Solara,Convertible,automatic,fl,21,116737,silver,black,hyundai of st augustine,2575,2100,Jan
2001,Toyota,Sequoia,SUV,automatic,az,2,172640,green,beige,chapman corporate wholesale,4275,3550,Jan
2001,Toyota,Avalon,Sedan,automatic,va,2,188782,gray,beige,purple heart,2600,1100,Feb
2001,Toyota,Tundra,Access Cab,automatic,ma,19,106831,silver,gray,remarketing by ge/manheim new england,6450,3900,Feb
2001,Toyota,Avalon,Sedan,automatic,fl,19,221770,white,beige,parks toyota of deland,2250,1400,Feb
2001,Toyota,Highlander,SUV,automatic,ca,32,218287,white,beige,stg auto group,4000,5700,Jan
2001,Toyota,Corolla,Sedan,automatic,ga,19,196933,white,beige,the salvation army,1250,1100,Feb
2000,BMW,3 Series,Sedan,automatic,ca,27,172005,gold,gray,lobel financial corp,1375,1900,Jan
2000,BMW,7 Series,Sedan,automatic,fl,2,175872,black,tan,nicholas financial inc/clearwater,1325,1500,Jan
2000,BMW,5 Series,Sedan,automatic,az,19,169702,black,gray,chapman corporate wholesale,1400,1850,Jan
2000,BMW,5 Series,Sedan,automatic,ca,19,152339,black,black,stream llc dba stream remarketing solutions,1700,650,Feb
2000,BMW,3 Series,Sedan,manual,ca,19,153421,blue,gray,american road leasing inc,1850,1200,Feb
2000,Lexus,LX 470,SUV,automatic,ga,23,200135,beige,tan,momentum motorcars,7725,8100,Feb
2000,Lexus,LX 470,SUV,automatic,wa,25,149989,gold,gray,lexus of bellevue,8675,8100,Jan
2000,Toyota,Camry,Sedan,automatic,wa,2,136249,red,brown,charitable adult rides services/car donating is,2275,2200,Feb
2000,Toyota,Camry,Sedan,automatic,tx,25,132880,green,â€”,one source fcu,2500,1800,Jan
2000,Toyota,Camry,Sedan,automatic,ga,29,191360,green,tan,rick hendrick toyota scion sandy springs,1500,2100,Jan
2000,Toyota,Camry,Sedan,automatic,md,21,238623,red,beige,lexus of annapolis,1275,1200,Jan
2000,Toyota,Avalon,Sedan,automatic,fl,1,239925,brown,tan,credit acceptance corp/vrs/southfield,1950,850,Jan
2000,Toyota,Camry,Sedan,automatic,ca,23,194305,gray,gray,800 loan mart,1800,1600,Jan
2000,Toyota,Camry,Sedan,automatic,nv,2,99325,gold,â€”,titlemax/las vegas nv22,2425,2000,Jan
2000,Toyota,Corolla,Sedan,automatic,wa,2,149040,gold,gray,charitable adult rides services/car donating is,1225,600,Jan
2000,Toyota,Camry,Sedan,automatic,az,34,135179,white,gray,chapman corporate wholesale,2475,2900,Jan
2000,Toyota,Tundra,Extended Cab,automatic,il,19,144081,gray,gray,whites auto sales llc,4300,3700,Feb
2000,Toyota,Tundra,Extended Cab,automatic,ma,19,154262,green,tan,prestige auto mart inc,3675,2900,Feb
2002,BMW,5 Series,Sedan,automatic,ca,32,102199,silver,black,audi of downtown l a,4700,4500,Jan
2002,Toyota,Highlander,SUV,automatic,tn,2,261618,white,gray,regions automotive group,5900,7500,Jan
2002,Toyota,Highlander,SUV,automatic,fl,2,138664,blue,gray,d&a fine cars,6500,5300,Feb
2002,Toyota,Camry,Sedan,automatic,ca,1,1,black,beige,james family auto sales,4075,900,Feb
2002,Toyota,Camry,Sedan,automatic,on,19,121112,beige,gray,mercedes-benz,3875,3400,Jan
2001,Toyota,Corolla,Sedan,automatic,ca,29,100176,gray,gray,j star fiat & maserati of anaheim hills,1875,3100,Jan
2001,Toyota,Celica,Hatchback,automatic,va,27,167474,black,black,rosner motors inc,1475,1400,Jan
2000,Lexus,RX 300,SUV,automatic,pa,31,166402,beige,beige,criswell honda,3675,3700,Jan
2000,Toyota,4Runner,SUV,automatic,va,28,176562,red,beige,r k chevrolet inc,2675,1800,Jan
2000,Toyota,Camry,Sedan,automatic,fl,19,226564,white,â€”,courtesy toyota of brandon,1425,1400,Jan
2000,Toyota,Avalon,Sedan,automatic,nc,19,161726,blue,beige,hendrick hyundai,2225,3000,Jan
2002,BMW,3 Series,Sedan,automatic,nj,29,111243,white,black,bmw of mount laurel,3300,3100,Feb
2002,BMW,3 Series,Coupe,automatic,nj,19,158547,blue,gray,new city funding,3250,2200,Feb
2002,BMW,5 Series,Sedan,automatic,md,41,143898,blue,gray,darcars kia,3125,3700,Feb
2002,BMW,3 Series,Sedan,automatic,fl,2,154648,silver,black,autonation ford sanford,2650,2400,Feb
2002,BMW,3 Series,Sedan,automatic,pa,36,129681,blue,gray,security auto loans inc,3075,2200,Feb
2002,BMW,5 Series,Sedan,automatic,nc,19,165907,silver,gray,dt credit corporation,2625,2100,Feb
2002,BMW,3 Series,Sedan,automatic,nv,2,129093,black,â€”,automotive remarketing inc,3300,2500,Feb
2002,BMW,X5,SUV,automatic,az,19,125296,gray,gray,jpmorgan chase bank n.a.,3750,3300,Feb
2002,BMW,3 Series,Sedan,automatic,ma,21,104432,gray,gray,clay nissan of newton inc.,3775,2350,Feb
2002,BMW,7 Series,Sedan,automatic,md,33,106997,gray,gray,coastal credit llc,4000,4000,Feb
2002,Lexus,LS 430,Sedan,automatic,ga,19,114202,black,black,nalley lexus roswell,7500,4900,Feb
2002,Lexus,ES 300,Sedan,automatic,md,33,92049,gold,beige,lexus of rockville,5625,6800,Feb
2002,Lexus,RX 300,SUV,automatic,ga,19,143906,black,beige,wells fargo dealer services,5300,5500,Feb
2002,Land Rover,Range Rover,SUV,automatic,or,19,145923,white,tan,jpmorgan chase bank n.a.,1925,700,Feb
2002,Land Rover,Freelander,SUV,automatic,ca,22,71516,gray,beige,credit acceptance corp/vrs/southfield,2025,1500,Feb
2002,Lexus,SC 430,Convertible,automatic,pa,3,70488,blue,black,tdaf remarketing,13950,11800,Feb
2002,Lexus,RX 300,SUV,automatic,md,28,182475,silver,black,lexus of silver spring,4350,4400,Feb
2002,Lexus,SC 430,Convertible,automatic,sc,1,123116,gold,tan,hendrick lexus charleston,9800,8200,Feb
2002,Lexus,RX 300,SUV,automatic,nc,28,218763,white,tan,atlantic coast remarketing inc/bai,4175,6100,Feb
2002,Lexus,ES 300,Sedan,automatic,nv,2,176016,silver,â€”,automotive remarketing inc,3800,3400,Feb
2002,Lexus,RX 300,SUV,automatic,ga,34,125649,white,tan,honor finance,5625,5800,Feb
2002,Lexus,RX 300,SUV,automatic,ga,21,165955,white,tan,hennessy mazda buick gmc,4675,5100,Feb
2002,Lexus,ES 300,Sedan,automatic,nv,2,132133,white,â€”,automotive remarketing inc,4850,3500,Feb
2002,Lexus,IS 300,Wagon,automatic,ga,2,216711,red,black,toyota of greenville,2700,3600,Feb
2002,Lexus,RX 300,SUV,automatic,md,37,178318,blue,gray,amber auto,4450,5200,Feb
2002,Toyota,Camry,Sedan,automatic,ca,25,238905,green,beige,hertz remarketing,2275,2000,Feb
2002,Toyota,Camry,Sedan,automatic,nc,19,308964,white,beige,crossroads chrysler jeep dodge,1600,2600,Feb
2002,Toyota,Camry,Sedan,manual,md,23,175400,green,black,darcars toyota of frederick,2800,1800,Feb
2002,Toyota,Camry,Sedan,automatic,md,2,121713,red,beige,darcars toyota,3500,3100,Feb
2002,Toyota,Camry,Sedan,automatic,md,3,76048,gold,tan,jim coleman toyota inc,3975,3200,Feb
2002,Toyota,Camry,Sedan,automatic,md,31,147984,black,gray,sheehy infiniti of annapolis,2875,3000,Feb
2002,Toyota,Avalon,Sedan,automatic,va,2,176606,white,gray,fredericksburg remarketing,3375,1200,Feb
2002,Toyota,Camry,Sedan,automatic,ca,29,114743,silver,gray,santander consumer,3625,3900,Feb
2002,Toyota,Corolla,Sedan,manual,ma,19,241170,black,black,prestige auto mart inc,1100,700,Feb
2002,Toyota,Camry,Sedan,automatic,nj,21,167827,green,tan,nedals inc,2450,3100,Feb
2002,Toyota,Camry,Sedan,automatic,pa,3,229773,beige,beige,purple heart,2750,4200,Feb
2002,Toyota,Prius,Sedan,automatic,tx,2,194913,silver,gray,charitable adult rides services/car donating is,1475,1600,Feb
2002,Toyota,Sienna,Minivan,automatic,nj,29,145620,gold,beige,ht automotive llc,2750,3500,Feb
2002,Toyota,Sienna,Minivan,automatic,md,27,145371,silver,gray,honda of tysons corner,2750,2200,Feb
2002,Toyota,Highlander,SUV,automatic,ca,36,176450,red,beige,aaero sweet company,5350,4700,Feb
2001,BMW,3 Series,Sedan,automatic,nj,26,168246,silver,gray,jpmorgan chase bank n.a.,2175,1700,Feb
2001,BMW,5 Series,Sedan,automatic,nj,29,148413,blue,gray,bmw of atlantic city,2025,1450,Feb
2001,BMW,7 Series,Sedan,automatic,nj,25,102789,black,black,mercedes benz of freehold,3675,3400,Feb
2001,BMW,7 Series,Sedan,automatic,fl,31,100900,blue,gray,coggin bmw treasure coast,3350,4700,Feb
2001,BMW,5 Series,Sedan,automatic,tx,17,135509,blue,black,cm investments,2675,1400,Feb
2001,BMW,7 Series,Sedan,automatic,ga,34,79749,blue,gray,mercedes benz of buckhead,3700,5900,Feb
2001,BMW,7 Series,Sedan,automatic,va,21,98652,black,beige,dt inventory,3375,500,Feb
2001,BMW,5 Series,Sedan,automatic,nj,28,195951,blue,gray,bmw of atlantic city,1350,950,Feb
2001,BMW,X5,SUV,automatic,md,2,170237,silver,beige,darcars imports inc,3325,3500,Feb
2001,BMW,Z3,Convertible,automatic,ca,39,21318,silver,black,hi tech auto sales,8550,11500,Feb
2001,BMW,7 Series,Sedan,automatic,fl,21,,gray,gray,automatch usa,3025,2000,Feb
2001,Lexus,ES 300,Sedan,automatic,ga,28,154785,black,beige,nalley lexus roswell,2775,4700,Feb
2001,Lexus,LS 430,Sedan,automatic,il,27,174883,blue,beige,tdaf remarketing,5750,5600,Mar
2001,Lexus,LS 430,Sedan,automatic,nj,19,112439,beige,beige,pfs financial services/tampa,6375,4000,Feb
2001,Lexus,GS 430,Sedan,automatic,md,2,241051,silver,â€”,purple heart services inc,2625,2300,Feb
2001,Lexus,GS 300,Sedan,automatic,ca,34,143986,gold,beige,automotive remarketing inc,3625,3600,Feb
2001,Toyota,Camry,Sedan,automatic,oh,28,173966,gray,tan,wells fargo dealer services,1975,2800,Feb
2001,Toyota,Highlander,SUV,automatic,ma,23,168519,beige,tan,premier toyota of newport,5875,3800,Feb
2001,Toyota,Corolla,Sedan,automatic,tx,2,184712,red,gray,titlemax/balcone heights tx1,1375,800,Feb
2001,Toyota,Celica,Hatchback,automatic,fl,19,129265,black,blue,coggin deland honda,2225,2400,Feb
2001,Toyota,Camry Solara,Coupe,automatic,fl,27,213588,white,black,mercedes-benz of ft pierce,1175,1400,Feb
2001,Toyota,Sequoia,SUV,automatic,tx,48,166507,gray,beige,texas direct auto,3525,4200,Feb
2001,Toyota,4Runner,SUV,automatic,pa,2,305241,silver,gray,purple heart,2375,800,Feb
2001,Toyota,Corolla,Sedan,automatic,md,2,190865,white,gray,purple heart services inc,1300,400,Feb
2001,Toyota,Camry Solara,Coupe,automatic,nj,2,149535,black,black,freehold dodge inc,1700,1000,Feb
2001,Toyota,ECHO,Coupe,automatic,va,19,197271,blue,gray,dt inventory,1225,900,Feb
2001,Toyota,Camry,Sedan,automatic,nc,29,151528,silver,gray,triangle auto sales inc,2250,2400,Feb
2001,Toyota,Celica,Hatchback,manual,fl,19,130960,silver,gray,coggin honda of st. augustine,2200,3100,Feb
2001,Toyota,ECHO,Coupe,automatic,fl,22,142169,silver,gray,autonation toyota winter park,1500,2000,Feb
2000,BMW,3 Series,Sedan,automatic,wi,19,139179,blue,black,patrick european llc,1900,2000,Feb
2000,BMW,X5,SUV,automatic,nj,34,116030,beige,beige,peddle llc,3300,2600,Feb
2001,Toyota,Tundra,Access Cab,automatic,ca,2,109557,silver,silver,lobel financial corp,5175,4300,Feb
2000,BMW,7 Series,Sedan,automatic,nc,19,132151,â€”,gray,hendrick bmw,2000,750,Feb
2000,BMW,5 Series,Sedan,automatic,ca,21,120318,black,tan,credit acceptance corp/vrs/southfield,1950,500,Feb
2000,BMW,3 Series,Sedan,manual,md,28,201224,black,black,darcars chrysler jeep of rockville,1200,700,Feb
2000,BMW,Z3,Convertible,manual,ca,25,152829,silver,black,time finance co,2700,3200,Feb
2000,Lexus,RX 300,SUV,automatic,va,19,195715,silver,gray,brown's manassas kia,3275,3600,Feb
2000,Lexus,RX 300,SUV,automatic,tn,26,199540,green,tan,audi nashville,3375,3300,Feb
2000,Lexus,LX 470,SUV,automatic,mo,29,207889,gold,tan,ford-lincoln dealer program,7525,9400,Feb
2000,Lexus,RX 300,SUV,automatic,ca,17,166678,gray,gray,quality acceptance,3550,2800,Feb
2000,Lexus,SC 300,Coupe,automatic,tx,23,219558,beige,beige,texas direct auto,1725,1700,Feb
2000,Land Rover,Range Rover,SUV,automatic,md,26,147629,gold,beige,darcars chrysler jeep,1275,1500,Feb
2000,Toyota,Tundra,Extended Cab,automatic,nj,27,254327,gray,gray,dch freehold llc,3025,2200,Feb
2000,Toyota,Celica,Hatchback,manual,ga,2,154793,blue,gray,nalley toyota of roswell,1950,800,Feb
2000,Toyota,Corolla,Sedan,automatic,md,19,156717,silver,gray,darcars toyota,1175,800,Feb
2000,Toyota,Camry Solara,Coupe,automatic,md,2,165208,black,black,purple heart services inc,1775,750,Feb
2000,Toyota,Tundra,Extended Cab,automatic,tx,27,102219,red,â€”,santander consumer,5175,7500,Feb
2000,Toyota,Land Cruiser,SUV,automatic,il,27,211019,black,gray,renew wholesale auto sales inc,7450,5100,Feb
2000,Toyota,RAV4,SUV,automatic,md,24,126043,black,gray,jim coleman toyota inc,2425,2600,Feb
2000,Toyota,Camry,Sedan,automatic,oh,3,158236,silver,gray,vietnam veterans of america,1725,2050,Feb
2000,Toyota,Corolla,Sedan,automatic,nc,19,149429,gray,beige,hendrick toyota scion concord,1150,2000,Feb
2000,Toyota,Avalon,Sedan,automatic,nc,39,128482,silver,gray,national fleet leasing,3075,3700,Feb
2000,Toyota,4Runner,SUV,automatic,nj,39,130679,off-white,gray,bell audi,3600,4400,Feb
2000,Toyota,Corolla,Sedan,automatic,md,27,112088,silver,gray,lexus of silver spring,1550,1900,Feb
2000,Toyota,Celica,Hatchback,manual,wa,28,158326,red,red,credit acceptance corp/vrs/southfield,2025,2250,Feb
2000,Toyota,Camry,Sedan,automatic,nc,23,150721,black,beige,hendrick kia of concord,2125,1800,Feb
2000,Toyota,RAV4,SUV,automatic,ca,2,167782,white,purple,time finance co,2250,2800,Feb
2000,Toyota,4Runner,SUV,automatic,nc,23,208268,silver,gray,cbs mitsubishi durham,3550,2000,Feb
2000,Toyota,Camry,Sedan,automatic,or,19,179245,silver,gray,onemain remarketing services,1875,1700,Feb
2002,Lexus,SC 430,Convertible,automatic,ca,19,150677,gold,brown,downtown motors inc,7250,6600,Feb
2002,Toyota,Highlander,SUV,automatic,md,2,223108,silver,gray,annapolis subaru inc,4400,3400,Feb
2002,Toyota,Highlander,SUV,automatic,ca,28,184617,silver,gray,fleet/lease misc,5300,6500,Feb
2002,Toyota,Highlander,SUV,automatic,ca,36,204224,silver,gray,car trackers,7400,8600,Feb
2002,Lexus,RX 300,SUV,automatic,ca,33,161621,white,beige,scott robinson honda,5175,6500,Feb
2002,Toyota,Sienna,Minivan,automatic,ca,28,129581,gold,beige,onemain rem/delta dealer,2950,4900,Feb
2002,Lexus,ES 300,Sedan,automatic,ca,27,134017,white,beige,premium auto wholesale,4850,5100,Feb
2001,Lexus,LS 430,Sedan,automatic,ca,29,168225,white,white,skyhigh remarketing inc,5525,7500,Feb
2002,Lexus,IS 300,Sedan,automatic,ca,27,93639,gray,black,sullivan luxury cars llc,5075,6000,Feb
2002,Toyota,Highlander,SUV,automatic,ca,29,179488,gold,beige,car trackers,5850,9000,Feb
2001,Lexus,IS 300,Sedan,automatic,ca,35,184584,white,black,huntington beach ford,2900,3900,Feb
2000,Lexus,RX 300,SUV,automatic,ca,24,184300,silver,silver,prime automart inc,3325,3750,Feb
2001,Toyota,Celica,Hatchback,manual,ca,26,97561,blue,black,symbolic motor cars,3900,5600,Feb
2001,Toyota,Tacoma,Regular Cab,manual,ca,24,163098,white,brown,california auto exchange,2975,4900,Feb
2002,BMW,3 Series,Convertible,automatic,fl,37,84562,blue,beige,automax of america llc,5575,6200,Feb
2002,BMW,M3,Coupe,automatic,nc,34,172922,black,brown,century bmw,5450,6550,Feb
2002,BMW,5 Series,Sedan,automatic,nj,26,213078,gray,black,bmw of freehold,1475,1700,Feb
2002,BMW,X5,SUV,automatic,nc,31,98051,black,beige,hendrick lexus,5275,6300,Feb
2002,Lexus,ES 300,Sedan,automatic,ga,32,174147,silver,gray,dealer finance,3775,3800,Feb
2002,Lexus,RX 300,SUV,automatic,md,35,134832,gold,beige,lexus of annapolis,5275,5300,Feb
2002,Lexus,RX 300,SUV,automatic,mo,35,142824,black,tan,plaza motor company,5125,4650,Feb
2002,Lexus,ES 300,Sedan,automatic,mn,3,139886,silver,gray,morries 394 hyundai,4600,3100,Feb
2002,Lexus,LS 430,Sedan,automatic,ga,42,108303,black,beige,just right auto deals,7600,8800,Feb
2002,Lexus,ES 300,Sedan,automatic,tx,43,179894,white,beige,d&m leasing,3750,4200,Feb
2002,Toyota,Camry,Sedan,automatic,ga,38,169099,blue,gray,scratch and dent motors,3700,3500,Feb
2002,Toyota,Camry,Sedan,automatic,fl,19,103109,blue,gray,southern auto finance co/safco/ft lauderdale,3650,2700,Feb
2002,Toyota,Camry,Sedan,automatic,md,22,200608,gold,tan,ourisman of clarksville inc,2300,1700,Feb
2002,Toyota,Highlander,SUV,automatic,md,36,151493,blue,gray,jim coleman cadillac infiniti,4425,5200,Feb
2002,Toyota,Highlander,SUV,automatic,ca,25,257108,silver,beige,car trackers,4775,6000,Feb
2002,Toyota,Highlander,SUV,automatic,mo,26,192317,silver,gray,primeritus remarketing/midwest auto mart llc,7100,7000,Feb
2002,Toyota,Sienna,Minivan,automatic,nj,19,162094,green,brown,holman ford lincoln,2800,2800,Feb
2001,BMW,X5,SUV,automatic,md,25,184167,green,beige,lexus of rockville,3100,2400,Feb
2001,BMW,3 Series,Convertible,automatic,pa,36,85284,silver,gray,jersey motors inc,5500,5200,Feb
2001,BMW,3 Series,Sedan,automatic,ca,2,164244,silver,silver,volkswagen santa monica,1800,3000,Feb
2001,BMW,3 Series,Sedan,manual,va,32,111996,gray,black,bavarian auto sales llc,3250,4000,Feb
2001,Lexus,ES 300,Sedan,automatic,oh,1,1,white,tan,langley mgmt services,4650,550,Feb
2001,Lexus,LS 430,Sedan,automatic,tx,32,170263,gold,tan,pm standley motorcars,5500,6500,Feb
2001,Lexus,LS 430,Sedan,automatic,md,19,246896,black,â€”,lexus of annapolis,4525,4500,Feb
2001,Toyota,Highlander,SUV,automatic,ca,2,191774,white,beige,car trackers,5600,5000,Feb
2001,Toyota,Highlander,SUV,automatic,tx,27,129576,gold,â€”,fairway ford henderson,4450,5500,Feb
2001,Toyota,Camry Solara,Coupe,automatic,fl,19,188425,red,black,autonation chevrolet delray,1375,1600,Feb
2001,Toyota,Tacoma,Regular Cab,manual,nj,19,188572,black,beige,holman ford lincoln turnersville,2900,2300,Feb
2001,Toyota,Highlander,SUV,automatic,va,23,151482,white,gray,primeritus remarketing/aras,4525,3600,Feb
2001,Toyota,Highlander,SUV,automatic,co,19,181236,silver,beige,ent fcu,4550,4500,Feb
2001,Toyota,Corolla,Sedan,automatic,md,29,100927,beige,beige,jim coleman toyota inc,2075,1900,Feb
2001,Toyota,Tacoma,Regular Cab,automatic,fl,25,168817,green,gray,autonation toyota winter park,2925,2700,Feb
2000,Land Rover,Range Rover,SUV,automatic,md,2,119676,gold,black,purple heart services inc,1750,1000,Feb
2000,Lexus,RX 300,SUV,automatic,nc,23,189849,gray,beige,hendrick lexus,3200,3400,Feb
2000,Lexus,RX 300,SUV,automatic,nj,3,143047,white,gray,all american ford/subaru,3725,3600,Feb
2000,Lexus,RX 300,SUV,automatic,tn,1,186178,black,â€”,southern auto exchange,3325,1300,Feb
2000,Toyota,4Runner,SUV,automatic,fl,19,195520,silver,brown,florida auto and truck exchange inc,3400,3100,Feb
2000,Toyota,4Runner,SUV,automatic,fl,35,225433,silver,tan,lexus of clearwater,1500,2500,Feb
2000,Toyota,ECHO,Sedan,automatic,fl,27,162153,gold,gray,dab auto world & leasing,1875,2800,Feb
2000,Toyota,Avalon,Sedan,automatic,ca,28,158993,white,beige,acura of riverside,2525,2600,Feb
2000,Toyota,Land Cruiser,SUV,automatic,ga,19,236633,gray,tan,cartech enterprises inc,7250,6100,Feb
2000,Toyota,Camry,Sedan,automatic,fl,19,282321,black,beige,autonation toyota pinellas park,950,1100,Feb
2000,Toyota,Corolla,Sedan,automatic,in,25,104521,white,tan,ft knox fcu,1525,1700,Feb
2000,Toyota,Avalon,Sedan,automatic,fl,29,274094,black,gray,autonation toyota pinellas park,925,1300,Feb
2000,Toyota,Corolla,Sedan,automatic,va,1,180997,silver,gray,advanced remarketing services  inc.,1250,1300,Feb
2002,BMW,7 Series,Sedan,automatic,or,33,98213,black,black,freeman motor company inc,4050,6300,Feb
2001,BMW,3 Series,Sedan,automatic,or,2,102977,silver,black,bmw mini portland,2625,1900,Feb
2000,BMW,X5,SUV,automatic,ca,19,86866,black,black,onur auto,3125,2600,Mar
2002,BMW,5 Series,Sedan,automatic,ca,41,180828,silver,black,desert european motorcars,2400,2000,Feb
2002,BMW,3 Series,Sedan,automatic,wa,3,112203,blue,gray,lexus of bellevue,3650,5400,Feb
2002,BMW,5 Series,Sedan,automatic,nc,25,116708,silver,gray,hendrick motors of charlotte,3700,4600,Feb
2002,BMW,3 Series,Convertible,automatic,ca,24,129266,silver,black,trade in solutions irvine,3500,4200,Feb
2002,BMW,3 Series,Sedan,automatic,ca,21,130749,silver,black,magnussens lexus of fremont,3350,4900,Feb
2002,BMW,3 Series,Sedan,automatic,on,26,165457,blue,gray,mercedes-benz,1750,3300,Feb
2002,BMW,M3,Convertible,automatic,tx,26,60223,blue,red,bmw of el paso,12350,9300,Feb
2002,BMW,X5,SUV,automatic,ca,27,128991,blue,black,allen cadillac gmc,5325,5800,Feb
2002,Lexus,RX 300,SUV,automatic,pa,45,79728,gray,black,crossroad motors llc,6350,8400,Feb
2002,Lexus,LS 430,Sedan,automatic,ca,32,201077,green,beige,lexus of stevens creek,5775,6300,Feb
2002,Land Rover,Freelander,SUV,automatic,va,1,218184,green,black,purple heart,1200,350,Feb
2002,Lexus,RX 300,SUV,automatic,tx,26,159269,blue,brown,austin infiniti inc,5125,4000,Feb
2002,Lexus,RX 300,SUV,automatic,wa,35,159805,silver,black,lexus of tacoma at fife,4875,6300,Feb
2002,Toyota,Camry,Sedan,automatic,ca,35,91904,silver,gray,lexus of stevens creek,4850,5900,Feb
2002,Toyota,Sienna,Minivan,automatic,fl,35,257149,gold,beige,auto sails inc,1525,2200,Feb
2002,Toyota,Camry Solara,Coupe,automatic,nc,19,227634,blue,beige,hendrick toyota scion concord,550,2050,Feb
2002,Toyota,Camry,Sedan,automatic,pa,42,41932,blue,gray,crossroad motors llc,4825,8000,Feb
2002,Toyota,Highlander,SUV,automatic,nj,23,211594,white,gray,advanced auto brokers llc,5100,3200,Feb
2002,Toyota,Tacoma,Regular Cab,automatic,ca,19,160428,white,gray,keller motors,3350,5600,Feb
2001,BMW,X5,SUV,automatic,ca,19,148063,burgundy,beige,aaero sweet company,3175,2500,Feb
2001,BMW,Z3,Convertible,manual,nc,22,116573,green,beige,credit acceptance corp/vrs/southfield,4125,3800,Feb
2001,Lexus,LS 430,Sedan,automatic,va,23,206995,white,beige,primeritus remarketing/five star car and truck,5000,5900,Feb
2001,Lexus,LS 430,Sedan,automatic,ga,32,71843,burgundy,beige,momentum motorcars,6625,8700,Feb
2001,Lexus,LS 430,Sedan,automatic,tx,38,152455,green,gray,fort worth audi,5750,5600,Feb
2001,Toyota,4Runner,SUV,automatic,va,19,279720,green,blue,rosner motors inc,2425,1900,Feb
2001,Toyota,Highlander,SUV,automatic,ca,21,322203,blue,gray,caramerica inc,3425,3000,Feb
2001,Toyota,Sequoia,SUV,automatic,fl,19,150051,green,gray,westlake financial services,4075,3800,Feb
2001,Toyota,4Runner,SUV,automatic,ca,26,167665,black,gray,advance,3375,3400,Feb
2001,Toyota,Camry Solara,Coupe,automatic,az,22,109123,gold,tan,hertz remarketing,2825,3500,Feb
2001,Toyota,Corolla,Sedan,manual,ca,21,47501,black,gray,honda of serramonte,2575,1900,Feb
2000,BMW,3 Series,Sedan,automatic,nc,24,273311,black,gray,credit acceptance corp/vrs/southfield,300,1300,Feb
2000,BMW,3 Series,Sedan,automatic,tx,27,126020,gray,gray,rpm lenders,2025,2000,Feb
2000,BMW,3 Series,Sedan,automatic,fl,19,126277,silver,gray,east coast financial,1850,2300,Feb
2000,Lexus,RX 300,SUV,automatic,ga,28,84012,beige,tan,germain toyota of sarasota,4025,6100,Feb
2000,Land Rover,Range Rover,SUV,automatic,ca,25,93342,red,brown,honda cars of corona,2475,2100,Feb
2000,Toyota,Corolla,Sedan,automatic,nj,1,89968,white,tan,peddle llc,1950,700,Feb
2000,Toyota,4Runner,SUV,automatic,nc,22,137068,white,beige,hendrick chrysler dodge jeep ram of concord,3575,3300,Feb
2000,Toyota,Camry Solara,Coupe,automatic,fl,1,158099,black,black,enterprise vehicle exchange / rental / tulsa,1900,650,Feb
2000,Toyota,Tacoma,Extended Cab,automatic,ca,25,260871,black,beige,ideal transportation,3125,3800,Feb
2002,BMW,X5,SUV,automatic,nv,19,106272,blue,beige,unique autos,5250,5000,Feb
2002,Lexus,RX 300,SUV,automatic,pa,42,79479,silver,black,royal coast auto inc,6350,7000,Feb
2002,Lexus,SC 430,Convertible,automatic,ca,31,83860,silver,black,premium auto wholesale,12650,10500,Feb
2002,Lexus,LS 430,Sedan,automatic,ga,26,69774,green,tan,best chevrolet,8125,10300,Feb
2002,Lexus,RX 300,SUV,automatic,ca,26,99359,gray,beige,premium auto wholesale,6100,7400,Feb
2002,Lexus,LS 430,Sedan,automatic,az,25,123576,black,black,earnhardt,7000,5100,Feb
2002,Toyota,Camry,Sedan,automatic,ca,19,170806,gold,tan,lobel financial corp,2950,2300,Feb
2002,Toyota,Tacoma,Xtracab,automatic,ca,27,124945,black,beige,toyota scion of downtown la,4175,5700,Feb
2002,Toyota,Tacoma,Xtracab,automatic,ga,24,154862,black,gray,germain toyota of sarasota,6525,5200,Feb
