year,make,model,trim,body,transmission,vin,state,qty sold,odometer,color,interior,seller,mmr,sellingprice,saledate
2001,Toyota,Corolla,S,Sedan,automatic,1nxbr12e41z479445,fl,19,149466,white,gray,courtesy kia of brandon,1600,1700,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2000,BMW,3 Series,328i,Sedan,manual,wbaam5344yej42030,pa,2,109428,silver,gray,bmw of manhattan inc,2725,1200,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3346yca89897,ca,19,189887,white,tan,aaero sweet company,1350,1300,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2000,BMW,5 Series,528i,Sedan,automatic,wbadm6347ygu08003,oh,1,165973,gray,tan,integrity cycles llc,1375,400,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2000,BMW,7 Series,740iL,Sedan,automatic,wbagh834xydp13381,md,19,104425,green,tan,greenwood remarketing,1900,1300,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2000,BMW,7 Series,740iL,Sedan,automatic,wbagh8347ydp14696,fl,32,201483,red,beige,lexus of palm beach,550,1500,Tue Dec 23 2014 12:15:00 GMT-0800 (PST)
2000,BMW,3 Series,328Ci,Coupe,automatic,wbabm5344yjn93034,ca,25,257853,gray,black,lexus of stevens creek,1275,2000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2000,BMW,5 Series,540i,Sedan,automatic,wbadn6348ygm65906,az,2,1,white,beige,buckeye title loans inc,2975,2400,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2000,BMW,5 Series,528i,Sedan,automatic,wbadm6340ygu24673,md,3,136871,black,black,autopay,1750,600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323iT,Wagon,automatic,wbaar3347yjm03082,wa,19,142841,black,gray,nextgear capital,1800,1200,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty1544ya252176,az,19,137713,gold,beige,tra southwest,1100,625,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,,jt6gf10u6y0072765,fl,19,205249,silver,gray,hertz remarketing,3075,3200,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2000,Lexus,LX 470,Base,SUV,automatic,jt6ht00w2y0081892,ca,35,150858,gold,beige,premium auto wholesale,8025,10000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u6y0107745,ca,29,73797,gold,beige,high bid trading co inc,4300,6400,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u9y0136771,oh,1,180824,white,tan,pauley motor car co preowned vehicles llc,3450,2200,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2000,Toyota,Camry Solara,SE V6,Convertible,,2t1ff22pxyc420459,md,1,119938,silver,gray,motors acceptance corporation,1650,1000,Tue Jan 20 2015 05:00:00 GMT-0800 (PST)
2000,Toyota,ECHO,Base,Sedan,automatic,jtdbt1236y0040298,ca,2,138689,green,gray,charitable auto resource,1775,1400,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2000,toyota,sienna,le,,automatic,4t3zf13c4yu173786,fl,19,153024,green,beige,autonation toyota scion weston,2125,1600,Tue Dec 23 2014 12:15:00 GMT-0800 (PST)
2000,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b5yu026005,ca,25,171076,white,beige,corona auto wholesale inc,2075,2900,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2000,Toyota,Camry,LE V6,Sedan,,4t1bf22k0yu098786,md,2,339724,brown,tan,purple heart services inc,950,1600,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b4yu050375,ma,26,146409,green,gray,flood ford of east greenwich,2325,2350,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2000,toyota,sienna,xle,,automatic,4t3zf13c9yu301844,ga,23,218412,gold,beige,nextgear capital,1825,1800,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2000,toyota,sienna,xle,,,4t3zf13c5yu191682,ga,38,134499,white,—,nextgear capital,2100,2200,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE V6,Sedan,automatic,4t1bf28k2yu935657,mn,32,137616,green,tan,luther brookdale toyota scion,2625,3200,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2000,toyota,sienna,le,,automatic,4t3zf13c6yu311926,md,2,139170,beige,beige,purple heart services inc,2225,2000,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b6yu051978,ga,27,176007,green,beige,hennessy mazda buick gmc,2075,3100,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2000,toyota,sienna,xle,,,4t3zf13c9yu280011,ga,19,165342,black,tan,nalley toyota of roswell,2050,1600,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2002,BMW,3 Series,325Ci,Coupe,manual,wbabn33442jw52446,nc,19,204525,blue,beige,dt inventory,1700,1800,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2002,BMW,7 Series,745Li,Sedan,automatic,wbagn63402dr01704,nv,19,1,silver,gray,quality acceptance,6650,4000,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f120065991,mi,45,37949,gold,beige,tdaf remarketing/gateway auto & truck,9775,9900,Wed Jan 08 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be30k52u504161,ca,19,227294,white,gray,onemain remarketing services,2300,1700,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2002,Toyota,Corolla,S,Sedan,automatic,2t1br12e92c554885,nj,19,115890,beige,tan,global motors corp,2275,1800,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,,4t1bf32k62u513980,ca,22,104953,gray,gray,time finance co,3175,3700,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2001,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b91u191626,ca,19,181753,blue,beige,newport acceptance corp,2300,1850,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,,4t1bg22k3yu619755,va,19,180498,silver,gray,brown's leesburg hyundai,1875,1550,Mon Dec 29 2014 09:05:00 GMT-0800 (PST)
2002,BMW,X5,4.4i,SUV,automatic,5uxfb33522lh30654,ca,28,158610,silver,silver,aaero sweet company,2825,2600,Wed Dec 31 2014 11:30:00 GMT-0800 (PST)
2002,BMW,3 Series,330Ci,Coupe,automatic,wbabn53482ph02096,ca,28,151535,red,black,bob baker jeep,3625,3250,Fri Jan 16 2015 07:00:00 GMT-0800 (PST)
2002,Lexus,SC 430,Base,Convertible,automatic,jthfn48y620010031,va,25,179559,black,tan,wells fargo dealer services,3900,5000,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10u720125857,tx,3,146061,gold,tan,caprock auto remarketing,4950,4900,Thu Jan 15 2015 06:00:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g525016463,ga,23,113289,red,tan,automobile acceptance corp,4875,4800,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30gx25026745,tx,19,213255,off-white,gray,texas direct auto,2825,2100,Wed Dec 31 2014 10:20:00 GMT-0800 (PST)
2002,Lexus,IS 300,Base,Sedan,automatic,jthbd192420047475,ca,25,147384,silver,blue,aaero sweet company,3950,5200,Wed Dec 31 2014 11:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,jtdbe32k220087154,fl,24,137122,red,beige,autonation toyota winter park,3300,3300,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k22u017979,fl,19,185100,red,tan,autonation toyota fort myers,2825,2700,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2002,Toyota,Avalon,XL,Sedan,,4t1bf28b92u259733,fl,19,102362,blue,tan,autonation honda sanford,3800,2500,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u071469,nj,19,185013,white,gray,wells fargo dealer services,2825,1400,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b12u224877,ca,19,126766,green,beige,crown toyota,3450,2300,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2002,Toyota,Tacoma,PreRunner V6,Xtracab,automatic,5tesn92n42z135895,ga,24,189901,red,beige,lexus of greenville,5950,6500,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Prius,Base,Sedan,automatic,jt2bk12u620067559,fl,23,184719,blue,gray,autonation toyota winter park,1425,1800,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53471fk45214,tx,22,151538,gray,gray,manheim dallas,2425,1000,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE,Sedan,automatic,jtdbe30k020002752,ca,2,135523,silver,black,sej llc,3000,2250,Wed Jan 14 2015 03:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a820031754,hi,28,126019,beige,tan,westlake financial services,5600,4900,Wed Jan 07 2015 06:35:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf32k12u540830,ga,2,178344,silver,gray,automobile acceptance corp,2325,2600,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2002,Toyota,Corolla,S,Sedan,automatic,2t1br18e52c567172,nc,22,192210,blue,tan,hendrick kia of cary,1250,1700,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaan37451nd48364,nc,19,246967,silver,gray,nextgear capital,525,1200,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaan37491nd49386,fl,19,188949,silver,black,autonation honda hollywood,1575,1600,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a620068088,fl,25,148022,blue,gray,autonation toyota pinellas park,5850,3900,Tue Jan 06 2015 09:15:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,,jtegf21a020041808,ca,28,158751,white,beige,skyhigh remarketing inc,4925,8500,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
2001,Lexus,GS 300,Base,Sedan,automatic,jt8bd69s510122485,ca,2,167765,silver,gray,charitable auto resource,3450,2600,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2001,Lexus,GS 300,Base,Sedan,automatic,jt8bd69s910148975,nc,34,188470,silver,black,hendrick lexus northlake,3000,1700,Tue Dec 30 2014 08:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f210016376,ga,39,102062,green,beige,nalley lexus smyrna,6675,8300,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f110011640,pa,2,75120,blue,tan,purple heart,7000,4700,Tue Dec 30 2014 13:01:00 GMT-0800 (PST)
2001,Lexus,ES 300,Base,Sedan,,jt8bf28g315105672,ca,23,265866,gray,black,high bid trading co inc,1025,1050,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,manual,wbaam3348ykc68724,ca,37,169192,silver,black,motor city lexus of bakersfield,1475,1600,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2001,Toyota,Tacoma,Base,Regular Cab,automatic,5tenl42n41z785069,fl,19,168814,green,gray,autonation toyota winter park,3250,3000,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,2t1br12e91c461380,fl,19,131767,green,beige,autonation toyota winter park,1600,1500,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2000,BMW,3 Series,323Ci,Coupe,automatic,wbabm3343yjn86466,wi,25,75158,gray,black,napletons river oaks honda,3275,3200,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,Camry,XLE V6,Sedan,automatic,4t1bf28k11u117715,md,19,91560,black,beige,wells fargo dealer services,3525,2400,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2000,BMW,Z3,2.3,Convertible,automatic,wbach9342ylg18844,ca,35,94677,silver,black,bmw of murrieta,5200,5000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3342yfp74734,ga,39,99966,silver,black,automobile acceptance corp,2325,3600,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2001,Toyota,Camry,XLE V6,Sedan,,jt2bf28k910328276,ca,25,179325,blue,gray,lon motors,2550,2150,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6gf10u0y0045013,fl,21,218734,white,beige,florida auto and truck exchange inc,3100,3400,Tue Jan 06 2015 16:00:00 GMT-0800 (PST)
2000,Toyota,4Runner,SR5,SUV,,jt3gn86rxy0162402,fl,38,236332,red,beige,autonation toyota winter park,2650,2700,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2000,Toyota,4Runner,SR5,SUV,,jt3gn86r5y0152635,fl,36,156961,beige,tan,germain toyota of sarasota,2675,2700,Wed Jan 21 2015 08:45:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b6yu037031,ga,2,229546,white,tan,titlebucks / gadsden - al1,1950,2000,Thu Jan 22 2015 04:30:00 GMT-0800 (PST)
2000,Toyota,4Runner,SR5,SUV,automatic,jt3gn86r5y0179494,tx,19,133269,silver,gray,texas direct auto,3950,2700,Wed Dec 31 2014 10:20:00 GMT-0800 (PST)
2000,Toyota,Corolla,VE,Sedan,automatic,1nxbr12e7yz335933,fl,19,155499,beige,beige,autonation nissan pembroke pines,1250,1300,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2000,Toyota,Camry Solara,SE,Coupe,,2t1cg22pxyc366323,fl,23,215612,silver,gray,autonation toyota pinellas park,1525,1500,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2000,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b1yu038698,fl,19,166777,white,beige,autonation toyota fort myers,2150,1700,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2000,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e1yz377370,fl,19,193257,red,beige,autonation toyota winter park,1175,800,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2000,Toyota,ECHO,Base,Sedan,automatic,jtdbt1239y0052154,fl,19,204377,silver,gray,autonation toyota winter park,1550,1900,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2000,Toyota,ECHO,Base,Coupe,manual,jtdat1234y0098339,nc,32,103448,white,gray,hendrick chevrolet,2200,1900,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2000,Toyota,Celica,GT,Hatchback,automatic,jtddr32t9y0033638,tx,19,1,silver,black,titlemax/san antonio tx24,3650,600,Wed Jul 01 2015 07:00:00 GMT-0700 (PDT)
2002,BMW,M3,Base,Coupe,automatic,wbsbl93422jr18812,ca,36,130201,silver,black,gosch ford,7625,7000,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2002,BMW,5 Series,525i,Sedan,automatic,wbadt43482gy95727,ca,1,1,white,beige,quality acceptance,6175,3700,Tue Jan 20 2015 05:00:00 GMT-0800 (PST)
2002,BMW,X5,4.4i,SUV,,5uxfb335x2lh38226,ca,33,104557,silver,gray,quality acceptance,4700,3600,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2002,BMW,X5,4.4i,SUV,automatic,5uxfb33522lh32663,mo,2,119739,gray,gray,remarketing by ge/meritrust credit union,4175,3100,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2002,BMW,7 Series,745i,Sedan,automatic,wbagl63412dp52791,pa,21,134259,silver,black,tdaf remarketing,3900,3900,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2002,BMW,3 Series,325Ci,Coupe,automatic,wbabn334x2pg54542,nj,28,92805,gray,black,bmw of freehold,3625,4200,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2002,Lexus,IS 300,Base,Sedan,automatic,jthbd192620051219,tx,27,122346,red,black,pm standley motorcars,4500,5800,Wed Dec 31 2014 10:10:00 GMT-0800 (PST)
2002,Lexus,IS 300,Base,Sedan,automatic,jthbd192520062583,wa,19,170733,gray,black,toyota of kirkland,3625,4900,Wed Jan 07 2015 13:20:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10ux20242000,mo,32,196742,silver,gray,plaza motor company,3925,3900,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k52u056291,fl,24,131757,silver,beige,nicholas financial inc/clearwater,3350,2700,Tue Dec 30 2014 15:02:00 GMT-0800 (PST)
2002,Toyota,Land Cruiser,Base,SUV,automatic,jteht05j722021832,ut,26,246213,white,tan,nm auto sales inc,8550,9500,Wed Dec 31 2014 11:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE,Sedan,automatic,jtdbe32k520078884,ca,29,197943,silver,black,acura of riverside,2725,2500,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a820034594,wa,19,119751,beige,beige,lexus of tacoma at fife,6050,8600,Tue Dec 30 2014 13:20:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k82u521243,fl,26,148923,blue,gray,remarketing by ge/manheim orlando,3175,2800,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,,wbaav53491fj67843,nj,29,110562,black,beige,bmw of freehold,3125,3000,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaav33461fu78540,ca,2,203070,green,tan,charitable auto resource,1250,1100,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2001,BMW,5 Series,525i,Wagon,automatic,wbads43441gd84150,ca,24,167777,silver,black,bmw of murrieta,1925,1700,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2002,Toyota,Sienna,XLE,Minivan,,4t3zf13c32u429696,ga,19,159802,red,beige,credit acceptance corp/vrs/southfield,2875,1700,Tue Feb 03 2015 05:10:00 GMT-0800 (PST)
2001,BMW,3 Series,325xi,Sedan,,wbaav33421ee79516,nj,25,106852,black,black,bmw of freehold,3250,2900,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53581lm87750,ca,22,118836,blue,beige,a l financial corporation,3400,2800,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2001,BMW,M3,Base,Coupe,manual,wbsbl934x1jr10150,nc,36,110326,blue,gray,crossroads ford inc,10850,15000,Sun Jan 05 2014 09:00:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53571lm87643,wa,4,148545,red,beige,lexus of bellevue,3050,4700,Tue Dec 30 2014 13:20:00 GMT-0800 (PST)
2001,Lexus,LX 470,Base,SUV,automatic,jtjht00w113503189,ca,24,208439,white,beige,eastern auto wholesale inc,8975,11750,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s810003218,pa,19,94095,silver,gray,bmw of manhattan inc,5825,4000,Fri Jan 02 2015 09:30:00 GMT-0800 (PST)
2001,Toyota,Avalon,XL,Sedan,automatic,4t1bf28bx1u129670,fl,21,151388,silver,gray,d&a fine cars,2725,2450,Fri Jan 02 2015 09:25:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,,jt3hn86r310354299,ca,25,265987,black,beige,premium auto wholesale,2675,2600,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2001,Toyota,Sequoia,Limited,SUV,automatic,5tdbt48a11s003315,wa,45,157724,silver,gray,robert larson's hyundai,3875,5900,Tue Dec 30 2014 14:10:00 GMT-0800 (PST)
2000,BMW,X5,4.4i,SUV,automatic,wbafb3347ylh03061,ca,26,163734,silver,gray,aaero sweet company,3525,2900,Wed Dec 31 2014 11:30:00 GMT-0800 (PST)
2000,BMW,5 Series,528i,Sedan,automatic,wbadm6341ygu05503,ca,24,132932,blue,tan,mckenna audi/mckenna bmw,2300,1600,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2000,BMW,Z3,2.8,Convertible,manual,4usch334xylf42302,wa,19,88658,red,black,lexus of bellevue,4500,4600,Tue Dec 30 2014 13:20:00 GMT-0800 (PST)
2000,BMW,3 Series,328Ci,Coupe,manual,wbabm5340yjp01424,fl,22,151999,silver,gray,autonation chevrolet south clearwater,2525,2200,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty124xya242272,ga,3,171706,blue,tan,rick hendrick buick gmc,825,1500,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2000,Toyota,Tundra,SR5,Extended Cab,automatic,5tbrt3416ys003005,ga,35,193586,white,gray,credit acceptance corp/vrs/southfield,3125,3900,Tue Feb 03 2015 05:10:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,jt2bg28k5y0486041,nj,26,164107,silver,gray,dch freehold llc,1925,1500,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2000,toyota,sienna,le,,automatic,4t3zf13c9yu227079,ca,19,277302,white,beige,crown toyota,1175,1500,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2000,toyota,sienna,le,,automatic,4t3zf13c0yu293679,ca,19,163390,green,gray,onemain rem/eurosport auto,2025,1800,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2002,BMW,3 Series,325i,Sedan,manual,wbaet37452nh00450,nc,19,133252,black,tan,nextgear capital,3025,2000,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
2002,BMW,X5,4.4i,SUV,automatic,5uxfb33582lh37401,wi,37,125475,black,black,patrick european llc,4025,5300,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2002,BMW,X5,3.0i,SUV,,5uxfa53592lp54252,pa,22,129220,gray,gray,bard whls,4425,4200,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2002,BMW,M3,Base,Convertible,automatic,wbsbr93402ex23539,nj,42,92251,gray,gray,daron motors llc,11600,8600,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2002,BMW,7 Series,745Li,Sedan,automatic,wbagn63402dr01122,nc,2,126034,blue,gray,united auto credit/irvine,4200,2100,Tue Jan 06 2015 00:30:00 GMT-0800 (PST)
2002,BMW,3 Series,325i,Sedan,automatic,wbaet374x2ng72936,ca,36,99317,blue,beige,tuttle clicks tustin chrysler jeep dodge,3200,3400,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53502lp32074,nc,25,165750,green,tan,nextgear capital,3450,3600,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
2002,Lexus,IS 300,SportCross,Wagon,automatic,jthed192320046086,ca,19,210083,white,black,aaero sweet company,2800,2900,Wed Dec 31 2014 11:30:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10u120123506,tx,2,205621,white,gray,titlemax/san antonio tx24,4575,2600,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f120080507,nc,19,147116,green,beige,hendrick lexus northlake,6500,6000,Wed Jan 14 2015 06:30:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f020053587,ca,32,187895,white,beige,high bid trading co inc,5875,7000,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,jtdbf30k020010749,ca,2,245423,green,gray,north bakersfield toyota scion,2075,2200,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
2002,Toyota,Land Cruiser,Base,SUV,,jteht05j522020520,pa,38,115816,silver,tan,adcock brothers inc,10100,12100,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,XLE,Minivan,automatic,4t3zf13c82u458837,fl,25,254645,silver,gray,auto sails inc,2100,2950,Tue Jan 13 2015 16:00:00 GMT-0800 (PST)
2002,Toyota,Tacoma,Base,Regular Cab,,5tenl42n22z121385,nc,19,118907,black,beige,united auto credit/irvine,3425,2600,Tue Jan 06 2015 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325Ci,Convertible,automatic,wbabs33401jy50870,ca,27,162673,white,beige,walters auto sales/service inc,2700,3500,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330Ci,Convertible,automatic,wbabs53471ju84725,nc,26,115902,silver,gray,nextgear capital,4125,3500,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaav33471fu95704,ca,19,196686,black,black,j m auto imports corp,1550,1300,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,,jthbn30f210017558,oh,28,116451,beige,tan,lexus rivercenter,6525,7800,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,automatic,jtegf21a810015813,nv,33,98474,gold,beige,lexus of las vegas,4550,6100,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,Base,SUV,automatic,jtegd21a510018366,ca,34,221576,silver,gray,north bakersfield toyota scion,4400,6600,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
2001,Toyota,Camry,LE,Sedan,automatic,4t1bf22k81u960254,nc,19,185721,green,tan,nextgear capital,1800,1500,Mon Jan 06 2014 09:15:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3345yca87669,va,1,199329,red,tan,select remarketing group llc/anderson financial,1200,700,Wed Feb 04 2015 01:05:00 GMT-0800 (PST)
2001,Toyota,Camry Solara,SE,Coupe,automatic,2t1cf28p21c493986,nc,27,166116,black,gray,bt financial,2250,2000,Mon Jan 12 2015 09:30:00 GMT-0800 (PST)
2000,BMW,5 Series,528i,Sedan,,wbadm6347ygu11421,pa,4,60054,white,tan,alans autos,3300,5000,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2000,Toyota,4Runner,SR5,SUV,automatic,jt3gn86r6y0143474,ca,37,190487,green,gray,guard auto sales,3225,2950,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g325036341,ca,34,148439,silver,black,quality acceptance,4175,4300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2001,Lexus,GS 300,Base,Sedan,automatic,jt8bd69s310143626,ca,38,80060,white,beige,wholesale enterprise inc,5875,6500,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
