year,make,model,trim,body,transmission,vin,state,qty sold,odometer,color,interior,seller,mmr,sellingprice,saledate
2002,Toyota,Camry,SE,Sedan,automatic,4t1be32k32u582287,ne,19,145446,beige,tan,infiniti of omaha,2675,3000,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be30k32u639493,va,28,124844,green,beige,superior wholesalers inc,3250,4500,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,,jtehf21a720067049,pa,21,213545,silver,gray,r hollenshead auto sales inc,4150,5700,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30fx10017310,nc,19,157807,black,gray,primeritus remarketing / chesterfield impor,6250,5100,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3332yca86647,nc,19,147968,blue,beige,dt inventory,1675,1900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty1246ya243015,pa,2,160078,silver,gray,purple heart,1225,725,Tue Jan 27 2015 04:01:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b9yu021938,va,21,195933,silver,silver,shirlie slack mitsubishi,2325,2700,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2002,BMW,7 Series,745Li,Sedan,automatic,wbagn63472dr06155,ga,31,152541,black,black,member one fcu,2250,5000,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53522lp36224,nv,32,144901,gray,gray,beverly hills porsche,3825,4600,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
2002,BMW,7 Series,745i,Sedan,automatic,wbagl63452dp58741,nc,37,113608,blue,brown,north state acceptance,4475,4000,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g820040740,md,26,108782,green,tan,credit acceptance corp/vrs/southfield,5275,6000,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2002,Land Rover,Freelander,SE,SUV,automatic,salny22202a372761,fl,19,131434,silver,gray,credit acceptance corp/vrs/southfield,1675,1600,Thu Feb 12 2015 09:00:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f620064206,ga,31,116625,black,beige,cameron motor sports,7075,7200,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
2002,Lexus,IS 300,SportCross,Wagon,automatic,jthed192720038623,ca,28,227185,gray,black,garys auto sales inc,2450,3000,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f720077935,az,4,96298,silver,beige,dealer network group auto wholesale,7800,8350,Thu Jan 22 2015 03:30:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,,jtjhf10u220283057,pa,36,71812,white,beige,adcock brothers inc,5700,8300,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g720061398,fl,34,240728,beige,beige,credit acceptance corp/vrs/southfield,2025,3050,Thu Feb 12 2015 09:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u507883,fl,25,153751,green,—,credit acceptance corp/vrs/southfield,3225,2300,Thu Feb 12 2015 09:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u621317,az,29,143775,gray,gray,aps rent a car & leasing,3100,3700,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2002,Toyota,Camry,XLE,Sedan,automatic,4t1be32k82u609046,va,27,195744,blue,gray,safford chrysler jeep dodge of fredericksburg,3025,2400,Thu Jan 22 2015 01:05:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be30k82u624438,va,34,205610,green,beige,hickory used cars inc,2650,3300,Thu Feb 12 2015 01:20:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a720041398,md,27,114369,blue,tan,credit acceptance corp/vrs/southfield,5875,4800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k02u106983,ga,21,142313,silver,gray,nalley toyota stonecrest,3250,4200,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53531lm67079,md,25,98172,silver,gray,credit acceptance corp/vrs/southfield,4450,3600,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f010040935,va,19,207427,silver,black,pioneer bank,5025,2200,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,Camry,LE,Sedan,automatic,4t1bf22kx1u117138,md,19,114712,silver,—,credit acceptance corp/vrs/southfield,2675,2100,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,2t1br12e61c425694,nc,28,144814,green,beige,fleet lease remarketing,1575,2200,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,Camry,XLE V6,Sedan,automatic,4t1bf28k91u960674,il,19,237047,white,beige,westlake financial services,1825,800,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r819059212,ma,31,169488,red,tan,boch new to you superstore,3375,1800,Thu Jan 22 2015 10:30:00 GMT-0800 (PST)
2001,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b41u166665,nc,28,218514,white,gray,fleet lease remarketing,1925,3200,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2000,Lexus,LX 470,Base,SUV,automatic,jt6ht00w2y0082685,ga,31,439031,gold,beige,nalley lexus roswell,4975,8700,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u5y0121782,ga,19,146112,silver,gray,rick hendrick buick gmc,3725,2400,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2000,Lexus,LX 470,Base,SUV,automatic,jt6ht00w5y0105585,ca,24,71563,green,beige,clear view systems,10400,12100,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,Avalon,XL,Sedan,,4t1bf28b8yu021462,nc,19,179237,silver,gray,hendrick kia of cary,2000,1400,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,4Runner,Limited,SUV,,jt3hn87rxy0298872,va,21,189896,silver,tan,pohanka honda of fredericksburg,4050,3100,Thu Jan 22 2015 01:50:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b3yu025936,ga,29,77380,beige,tan,nalley infiniti marietta,3700,3700,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2000,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e4yz340510,ca,29,115077,beige,beige,bob baker volkswagen subaru,1475,2000,Fri Jan 23 2015 07:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE V6,Sedan,,4t1bf22k8yu947241,pa,28,136105,white,gray,mid atlantic finance/clearwater,2100,1350,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Celica,GT,Hatchback,automatic,jtddr32t8y0063746,md,19,172123,red,black,credit acceptance corp/vrs/southfield,1750,1200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,ECHO,Base,Sedan,automatic,jtdbt1231y0082703,fl,26,96846,silver,gray,fleet services inc,1975,3000,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2000,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b1yu016829,nc,19,166643,green,gray,fleet lease remarketing,2175,3600,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Tundra,SR5,Extended Cab,automatic,5tbbt4418ys005510,md,19,166571,silver,beige,credit acceptance corp/vrs/southfield,3250,3000,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2002,BMW,5 Series,540i,Sedan,automatic,wbadn63442gn85371,nc,35,181008,black,tan,atlantic coast remarketing inc/asf,1850,3400,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k72u594927,nj,19,180884,silver,silver,westlake financial services,2925,2300,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,manual,2t1br12e22c543503,md,2,153930,blue,gray,355 toyota,1725,850,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry Solara,SE V6,Convertible,automatic,2t1ff28p12c544568,md,1,188147,silver,black,credit acceptance corp/vrs/southfield,2150,800,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,XLE,Minivan,automatic,4t3zf13cx2u461383,md,2,159812,blue,gray,darcars toyota of frederick,2800,2700,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330Ci,Coupe,automatic,wbabn53441ju36851,ca,41,77242,blue,gray,premium auto wholesale,4050,5100,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2001,BMW,X5,4.4i,SUV,automatic,wbafb33551lh25879,nc,19,1,black,tan,self-help cu dba choice community cu,5575,3300,Tue Feb 03 2015 01:15:00 GMT-0800 (PST)
2001,Toyota,Sequoia,SR5,SUV,,5tdbt44a61s043279,pa,29,183941,white,beige,pohanka lexus,3375,2500,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2001,Toyota,Sequoia,Limited,SUV,automatic,5tdzt38a51s024922,ca,29,114517,green,beige,premium auto wholesale,4100,4600,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,,4t1bg28k2yu701161,md,23,112931,silver,gray,darcars of rockville inc,2725,2200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Celica,GT,Hatchback,manual,jtddr32t6y0012892,ca,29,148442,white,black,skyhigh remarketing inc,2225,2300,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,Camry Solara,SE,Coupe,manual,2t1cg22p3yc415314,md,1,150399,silver,gray,355 toyota,1900,1700,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2002,BMW,3 Series,330i,Sedan,manual,wbaev53402km00387,wi,1,162965,white,beige,axcess financial,2475,1200,Wed Feb 04 2015 03:00:00 GMT-0800 (PST)
2002,BMW,M3,Base,Convertible,automatic,wbsbr93442pk00397,ca,31,74320,black,black,audi wilsonville,11750,11750,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2002,BMW,7 Series,745i,Sedan,,wbagl63492dp54160,pa,25,148089,blue,brown,r hollenshead auto sales inc,3400,5800,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2002,BMW,5 Series,525i,Sedan,automatic,wbadt43422gz95239,oh,29,132208,silver,gray,halleen kia,3625,3800,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g325026344,fl,19,259873,burgundy,—,select remarketing group llc/loan max title,2050,1200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f620069888,nj,27,142809,silver,gray,autolenders liquidation center,6800,6000,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g725016996,nv,25,102212,black,black,globul,5400,6200,Thu Feb 05 2015 03:45:00 GMT-0800 (PST)
2002,Toyota,Corolla,LE,Sedan,manual,1nxbr12e52z653945,or,22,165527,silver,gray,nextgear capital,1625,1500,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u509889,md,1,227125,gray,gray,355 toyota,2375,1500,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Corolla,LE,Sedan,automatic,2t1br12e42c537105,nj,29,148135,beige,tan,ht automotive llc,1800,1650,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,,wbaav53401fj67486,fl,19,134679,silver,gray,nextgear capital,2900,1500,Tue Feb 03 2015 04:15:00 GMT-0800 (PST)
2002,Toyota,Tundra,Base,Regular Cab,manual,5tbjn321x2s235284,pa,2,73744,—,beige,r hollenshead auto sales inc,4450,4100,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a820036050,nj,34,247635,white,tan,ht automotive llc,4450,4400,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a820024650,pa,28,245071,blue,tan,mills transportation service inc,6950,4000,Fri Feb 20 2015 01:00:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53411fj72468,nc,28,119850,black,black,metrolina credit co of charlotte inc,3250,3600,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2001,Lexus,IS 300,Base,Sedan,automatic,jthbd182510009513,fl,19,214607,black,tan,jm lexus,2500,3100,Fri Jan 23 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e81z500345,va,2,146923,green,gray,dt credit corporation,1625,1200,Thu Jan 29 2015 01:05:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,,jtegf21ax10003176,fl,37,170066,white,tan,jm lexus,4300,3600,Fri Jan 23 2015 01:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3346yfp73571,nj,22,202227,silver,gray,holman ford lincoln,1000,1000,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6gf10u3y0064588,fl,27,99822,white,beige,lexus financial services,4150,4000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Camry,LE V6,Sedan,automatic,4t1bf22kxyu095071,nj,19,228551,silver,gray,autolenders liquidation center,1500,300,Wed Feb 25 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,4Runner,Limited,SUV,automatic,jt3gn87r7y0147029,md,2,181453,black,beige,darcars chrysler jeep,3850,2800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b1yu071748,nj,19,154382,blue,beige,ht automotive llc,2800,1400,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r8y0322507,nj,2,228083,green,beige,holman infiniti,3075,2800,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2002,BMW,3 Series,330Ci,Convertible,automatic,wbabs53462ju91697,fl,33,103771,gray,gray,coggin bmw treasure coast,5325,4600,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2002,Land Rover,Freelander,S,SUV,automatic,salnm22272a368511,nj,26,101609,black,black,ultra auto enterprise inc,1275,850,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,,4t1bf32k72u022673,mn,34,131472,black,gray,luther white bear acura,3175,4800,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u610284,ma,27,207725,brown,tan,clay subaru,2600,2400,Tue Feb 03 2015 02:00:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e02z623932,va,19,146330,white,black,browns fairfax mazda,1975,1450,Thu Jan 29 2015 01:05:00 GMT-0800 (PST)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83401dp23200,md,1,78613,silver,black,remarketing by ge/nextgear capital,3700,3500,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f710012405,fl,31,103142,green,gray,lexus of palm beach,7000,5700,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2001,Toyota,4Runner,Limited,SUV,,jt3hn87rx19049831,in,1,228504,green,tan,select remarketing group llc/loan max title,4025,2000,Wed Jan 28 2015 05:15:00 GMT-0800 (PST)
2000,BMW,Z3,2.3,Convertible,automatic,wbach9344ylg05271,ca,19,104428,black,black,first credit finance,3800,2700,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2000,Toyota,Corolla,CE,Sedan,,2t1br12e9yc283559,va,33,102883,beige,gray,browns arlington honda,1575,1900,Thu Jan 29 2015 01:05:00 GMT-0800 (PST)
2000,Toyota,Corolla,CE,Sedan,,2t1br12exyc320490,va,2,157806,silver,gray,brown's manassas subaru,1150,800,Thu Jan 29 2015 01:05:00 GMT-0800 (PST)
2002,BMW,3 Series,325i,Sedan,automatic,wbaet37432nj20837,nv,2,181427,white,—,titlebucks/las vegas nv3,1975,1650,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2002,BMW,M3,Base,Coupe,automatic,wbsbl93402jr14399,ca,36,87041,gray,red,san diego sports cars,10100,14000,Wed Jan 28 2015 04:15:00 GMT-0800 (PST)
2002,BMW,3 Series,330Ci,Coupe,automatic,wbabn53432ph01986,ca,2,116108,gray,black,mas financial services,4325,2600,Wed Feb 11 2015 04:05:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f820073330,fl,35,133267,black,tan,lexus of tampa bay,7025,6000,Tue Jan 27 2015 08:00:00 GMT-0800 (PST)
2002,Lexus,SC 430,Base,Convertible,automatic,jthfn48y920023680,ga,19,172987,black,black,five star toyota of milledgeville,5775,4700,Fri Jan 30 2015 03:00:00 GMT-0800 (PST)
2002,Lexus,IS 300,Base,Sedan,manual,jthbd192220034823,ut,19,173999,yellow,black,remarketing by ge/america first credit union,3925,3100,Wed Jan 28 2015 03:30:00 GMT-0800 (PST)
2002,Lexus,IS 300,Base,Sedan,automatic,jthbd192320058872,fl,21,164836,black,black,lexus of clearwater,4075,3500,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g020028453,fl,2,92496,gold,beige,tfp international inc,5950,4100,Thu Feb 12 2015 02:45:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a920027492,fl,42,109267,beige,gray,westfall auto sales,7700,6600,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k02u077999,ca,19,219780,gold,gray,time finance co,2450,3300,Wed Jan 28 2015 04:05:00 GMT-0800 (PST)
2002,Toyota,Camry Solara,SE,Coupe,,2t1ce22p02c000304,fl,25,159439,white,beige,autonation toyota winter park,1350,1600,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,,4t1bf30k42u506741,md,2,76475,silver,black,darcars toyota,3975,3400,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Avalon,XL,Sedan,,4t1bf28b82u229042,ca,28,149731,silver,gray,century dealer services corp,2900,2800,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a820030495,ca,23,193506,beige,beige,quality acceptance,7550,10100,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2002,Toyota,Prius,Base,Sedan,automatic,jt2bk12u120050779,md,1,169134,white,gray,darcars toyota,1700,900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Celica,GT,Hatchback,automatic,jtddr32t220135595,ca,19,123253,silver,black,ideal transportation,2350,1700,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Toyota,Prius,Base,Sedan,automatic,jt2bk12u220039550,fl,2,168827,white,gray,lexus of tampa bay,1700,2000,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry Solara,SE V6,Convertible,automatic,2t1ff28p72c600576,fl,24,162170,gray,black,autonation chevrolet west colonial,2025,2700,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30k42u009382,ca,19,218975,gold,beige,onemain rem/intigue motors,2275,3300,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Toyota,Land Cruiser,Base,SUV,automatic,jteht05j022016908,ne,38,143738,gray,gray,lexus of omaha,9325,10400,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaav33441fu87964,fl,19,194576,green,black,autonation nissan brandon,1600,900,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53531lm76669,ma,33,97374,white,tan,boch new to you superstore,4375,3700,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt63441cf05727,nc,33,84607,black,tan,mercedes-benz of durham,3675,4100,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s810007141,wa,27,184788,silver,black,wells fargo dealer services,3425,4050,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f310018489,fl,19,147120,gold,tan,coggin deland hyundai,6375,6500,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,Camry,XLE V6,Sedan,,4t1bf28k01u962880,ca,17,220650,silver,gray,time finance co,1600,1500,Wed Feb 04 2015 04:05:00 GMT-0800 (PST)
2001,Toyota,4Runner,Limited,SUV,automatic,jt3hn87r210352753,fl,37,294811,silver,beige,autonation honda clearwater,2725,3400,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,2t1br12e01c434813,fl,19,108676,red,tan,autonation ford margate,2000,1100,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r110352051,ma,33,270397,silver,gray,boch toyota/scion south,2600,2800,Tue Feb 03 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,,2t1br12e71c412386,ma,22,87641,green,tan,first ford  inc.,2200,1750,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r410348138,md,26,133879,silver,gray,darcars imports inc,3350,3200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,Tundra,SR5,Access Cab,automatic,5tbbt44151s176382,ga,39,339982,white,tan,rick hendrick toyota scion sandy springs,1275,3800,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2001,Toyota,4Runner,Limited,SUV,,jt3hn87r210349836,mn,33,193071,green,tan,rudy luther toyota,4700,4700,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2000,BMW,3 Series,328Ci,Coupe,automatic,wbabm5344yjn90005,fl,19,129088,black,gray,coggin honda of orlando,2425,2600,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3345yca94895,fl,28,127050,silver,gray,autonation nissan brandon,1925,2300,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2000,BMW,7 Series,740iL,Sedan,automatic,wbagh8341ydp13530,ca,23,175311,silver,black,anaheim mitsubishi,1325,1600,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u6y0161787,wa,4,180128,gold,gray,remarketing by ge/archibalds inc,3575,3000,Wed Jan 28 2015 04:00:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6gf10u7y0048202,fl,29,177382,white,beige,lexus of clearwater,3500,3300,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,,jt6gf10u7y0051553,fl,19,256254,white,beige,autonation chevrolet greenacres,2850,1500,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2000,Lexus,LX 470,Base,SUV,automatic,jt6ht00w5y0094281,md,37,182773,gray,gray,darcars dodge of new carrollton,7950,7000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u7y0117085,ca,26,137960,white,tan,meridian remarketing,3875,4200,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,4t1bg22k4yu645622,md,36,139570,burgundy,tan,kia of waldorf,2425,2200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,jt2bg22k0y0457751,ca,26,139096,gray,gray,east bay bmw,2425,2750,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2000,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e5yz393233,ca,19,133837,black,gray,nextgear capital,1350,1600,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,4t1bg22k5yu974281,fl,19,154855,white,beige,autonation toyota fort myers,2250,1600,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,,4t1bg28k1yu703077,fl,19,171744,gray,gray,autonation ford bradenton,2050,1700,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,,jt2bg22k2y0515598,ca,19,162730,green,gray,nextgear capital,2150,1600,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,automatic,2t1br12e62c546467,nj,23,139577,silver,gray,black tie classics llc,1675,1950,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e82z637979,ga,19,178958,beige,beige,five star hyundai of warner robins,1525,1000,Fri Jan 30 2015 03:00:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3349yfp69949,ga,29,184158,white,beige,five star nissan,1225,2100,Fri Jan 30 2015 03:00:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u7y0151561,ca,29,184299,silver,gray,worthington ford,3550,3300,Wed Jan 28 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,4t1bg22k9yu685372,nc,37,180232,silver,gray,atlantic coast remarketing inc/tasi,1925,2700,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b8yu023180,ca,19,203515,silver,silver,repo remarketing/usc credit union,2350,1100,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f610008068,ca,35,222530,green,tan,south county lexus at mission viejo,5350,4600,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f410042719,ca,22,130256,gold,beige,east bay bmw,6625,6000,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Toyota,Sequoia,SR5,SUV,automatic,5tdbt44a11s054061,ca,37,144918,gray,gray,corona auto wholesale inc,3450,5600,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2000,Toyota,MR2 Spyder,Base,Convertible,manual,jtdfr3209y0010794,ca,2,89123,white,black,concord toyota,4050,2000,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
